Sequence ID:,Length,GC Content
seq13521,181,67.40331491712708
seq13522,101,56.43564356435643
seq13523,132,74.24242424242425
seq13524,192,56.770833333333336
seq13525,140,38.57142857142858
seq13526,209,44.49760765550239
seq13527,228,42.10526315789473
seq13529,283,45.936395759717314
seq13530,267,33.70786516853933
seq13531,122,64.75409836065575
seq13532,159,65.40880503144653
seq13536,277,3.9711191335740073
seq13537,114,24.561403508771928
seq13538,164,60.36585365853659
seq13540,147,58.50340136054422
seq13543,121,73.55371900826447
seq13544,285,74.73684210526315
seq13545,125,61.6
seq13546,178,56.74157303370787
seq13548,155,58.06451612903226
seq13549,300,74.0
seq13550,106,49.056603773584904
seq13551,121,67.76859504132231
seq13552,123,41.46341463414634
seq13554,285,93.6842105263158
seq13555,133,58.64661654135338
seq13556,290,40.689655172413794
seq13557,104,52.88461538461539
seq13558,198,57.57575757575758
seq13559,294,59.183673469387756
seq13560,115,22.608695652173914
seq13561,149,46.308724832214764
seq13562,285,55.78947368421052
seq13563,272,15.808823529411764
seq13564,193,73.05699481865285
seq13565,225,21.777777777777775
seq13566,131,35.11450381679389
seq13567,151,54.966887417218544
seq13568,260,55.00000000000001
seq13569,213,52.58215962441315
seq13571,174,63.2183908045977
seq13572,232,82.75862068965517
seq13573,194,43.81443298969072
seq13574,151,43.70860927152318
seq13575,271,66.42066420664207
seq13576,176,82.95454545454545
seq13578,229,37.99126637554585
seq13580,161,73.29192546583852
seq13581,178,46.06741573033708
seq13582,102,86.27450980392157
seq13583,238,17.647058823529413
seq13584,208,53.36538461538461
seq13585,270,67.4074074074074
seq13586,229,55.45851528384279
seq13587,193,41.45077720207254
seq13589,155,57.41935483870968
seq13590,114,53.50877192982456
seq13591,156,20.51282051282051
seq13592,127,46.45669291338583
seq13594,243,2.880658436213992
seq13595,203,30.541871921182267
seq13596,114,69.2982456140351
seq13597,184,36.41304347826087
seq13598,251,25.099601593625497
seq13599,169,77.51479289940828
seq13600,174,52.29885057471264
seq13601,278,35.97122302158273
seq13602,116,37.93103448275862
seq13603,271,77.12177121771218
seq13604,274,55.47445255474452
seq13605,174,70.6896551724138
seq13606,133,35.338345864661655
seq13607,265,92.45283018867924
seq13608,182,52.74725274725275
seq13609,136,56.61764705882353
seq13610,127,37.79527559055118
seq13611,228,46.49122807017544
seq13612,173,40.46242774566474
seq13613,185,73.51351351351352
seq13614,122,57.377049180327866
seq13616,212,10.377358490566039
seq13617,290,51.03448275862069
seq13618,111,49.549549549549546
seq13619,263,53.61216730038023
seq13621,253,80.23715415019763
seq13622,166,63.85542168674698
seq13623,183,7.103825136612022
seq13624,207,50.24154589371981
seq13626,254,35.43307086614173
seq13628,113,30.08849557522124
seq13629,122,42.62295081967213
seq13630,245,28.57142857142857
seq13631,123,54.47154471544715
seq13632,211,59.241706161137444
seq13633,149,6.0402684563758395
seq13634,147,65.3061224489796
seq13635,105,71.42857142857143
seq13636,141,46.808510638297875
seq13638,121,30.57851239669421
seq13639,155,18.70967741935484
seq13640,257,66.14785992217898
seq13642,260,48.46153846153846
seq13643,152,71.71052631578947
seq13644,260,38.46153846153847
seq13646,107,69.1588785046729
seq13647,132,32.57575757575758
seq13648,183,65.57377049180327
seq13649,129,44.96124031007752
seq13650,208,34.61538461538461
seq13652,254,79.13385826771653
seq13653,279,65.59139784946237
seq13654,196,80.61224489795919
seq13655,206,9.223300970873787
seq13656,224,45.535714285714285
seq13657,175,26.285714285714285
seq13658,286,22.02797202797203
seq13659,245,35.51020408163265
seq13660,175,55.42857142857143
seq13661,228,38.15789473684211
seq13662,142,65.49295774647888
seq13665,221,66.9683257918552
seq13666,106,44.339622641509436
seq13667,251,14.741035856573706
seq13668,213,52.58215962441315
seq13669,185,16.756756756756758
seq13670,240,37.916666666666664
seq13671,273,56.043956043956044
seq13672,162,24.074074074074073
seq13673,276,44.565217391304344
seq13674,219,32.42009132420091
seq13675,105,63.8095238095238
seq13676,236,22.45762711864407
seq13677,236,6.779661016949152
seq13678,209,54.066985645933016
seq13680,280,64.28571428571429
seq13681,246,32.113821138211385
seq13683,228,49.122807017543856
seq13685,106,18.867924528301888
seq13686,147,30.612244897959183
seq13687,124,60.483870967741936
seq13688,257,77.82101167315176
seq13690,135,78.51851851851852
seq13691,206,79.12621359223301
seq13693,157,17.8343949044586
seq13694,171,29.239766081871345
seq13695,235,59.148936170212764
seq13697,157,22.29299363057325
seq13698,151,19.205298013245034
seq13699,167,40.7185628742515
seq13700,149,28.859060402684566
seq13702,150,25.333333333333336
seq13704,192,21.354166666666664
seq13705,173,29.47976878612717
seq13707,293,59.044368600682596
seq13708,294,51.02040816326531
seq13709,129,50.3875968992248
seq13710,188,64.36170212765957
seq13711,150,84.0
seq13713,279,19.35483870967742
seq13714,182,67.03296703296702
seq13715,134,50.74626865671642
seq13716,130,63.07692307692307
seq13718,217,71.42857142857143
seq13719,183,32.78688524590164
seq13720,168,60.11904761904761
seq13721,196,36.224489795918366
seq13722,116,87.93103448275862
seq13723,198,46.96969696969697
seq13724,216,50.46296296296296
seq13725,146,6.164383561643835
seq13727,171,44.44444444444444
seq13728,240,43.75
seq13730,217,54.83870967741935
seq13734,105,40.95238095238095
seq13735,139,29.496402877697843
seq13737,278,46.402877697841724
seq13738,288,52.083333333333336
seq13739,174,40.229885057471265
seq13740,226,73.45132743362832
seq13741,210,55.23809523809524
seq13742,243,33.33333333333333
seq13743,291,34.36426116838488
seq13744,246,30.081300813008134
seq13745,189,41.269841269841265
seq13747,280,28.92857142857143
seq13748,229,36.681222707423586
seq13750,269,26.394052044609666
seq13752,122,36.0655737704918
seq13753,251,76.09561752988047
seq13754,298,18.456375838926174
seq13755,161,48.4472049689441
seq13756,241,50.62240663900415
seq13757,162,45.67901234567901
seq13758,107,37.38317757009346
seq13759,180,41.66666666666667
seq13760,260,48.46153846153846
seq13761,146,35.61643835616438
seq13762,123,52.84552845528455
seq13763,232,42.672413793103445
seq13764,282,56.38297872340425
seq13765,253,60.079051383399204
seq13766,234,28.63247863247863
seq13767,144,27.77777777777778
seq13768,238,39.91596638655462
seq13770,168,48.80952380952381
seq13771,129,55.81395348837209
seq13772,105,71.42857142857143
seq13773,121,52.892561983471076
seq13774,105,19.047619047619047
seq13778,136,28.676470588235293
seq13779,250,64.0
seq13781,271,76.75276752767527
seq13782,244,51.229508196721305
seq13783,241,44.398340248962654
seq13784,233,42.06008583690987
seq13785,258,24.031007751937985
seq13786,206,33.49514563106796
seq13787,185,47.56756756756757
seq13788,201,21.393034825870647
seq13789,276,44.927536231884055
seq13790,199,52.26130653266332
seq13791,229,44.97816593886463
seq13793,145,42.758620689655174
seq13794,153,40.52287581699346
seq13797,130,5.384615384615385
seq13798,106,10.377358490566039
seq13799,243,85.18518518518519
seq13800,167,56.287425149700596
seq13802,212,13.20754716981132
seq13803,297,39.73063973063973
seq13804,126,47.61904761904761
seq13805,201,33.83084577114428
seq13806,110,40.909090909090914
seq13807,184,63.58695652173913
seq13808,198,19.19191919191919
seq13809,180,76.66666666666667
seq13810,258,87.98449612403101
seq13811,112,44.642857142857146
seq13812,155,49.03225806451613
seq13815,265,10.943396226415095
seq13816,177,46.32768361581921
seq13818,147,10.204081632653061
seq13819,276,50.0
seq13820,288,65.27777777777779
seq13821,120,74.16666666666667
seq13822,297,29.96632996632997
seq13823,140,78.57142857142857
seq13825,263,23.574144486692013
seq13829,196,48.46938775510204
seq13830,208,63.942307692307686
seq13833,169,18.34319526627219
seq13835,151,51.65562913907284
seq13836,291,37.80068728522337
seq13837,121,60.33057851239669
seq13838,216,43.98148148148148
seq13839,143,14.685314685314685
seq13841,249,48.99598393574297
seq13843,289,59.16955017301038
seq13844,144,63.19444444444444
seq13845,285,67.71929824561404
seq13846,240,28.749999999999996
seq13847,264,66.28787878787878
seq13848,182,21.428571428571427
seq13849,230,43.47826086956522
seq13851,200,44.0
seq13852,244,50.0
seq13853,193,39.89637305699482
seq13854,227,50.22026431718062
seq13855,254,46.06299212598425
seq13857,246,51.21951219512195
seq13859,137,45.98540145985402
seq13860,129,37.98449612403101
seq13861,256,67.1875
seq13862,170,86.47058823529412
seq13863,133,43.609022556390975
seq13865,288,94.09722222222221
seq13868,116,62.06896551724138
seq13870,127,27.559055118110237
seq13872,102,51.9607843137255
seq13873,228,81.57894736842105
seq13874,161,75.15527950310559
seq13876,269,41.2639405204461
seq13877,278,8.992805755395683
seq13878,172,92.44186046511628
seq13879,234,68.37606837606837
seq13880,297,51.515151515151516
seq13881,254,61.417322834645674
seq13882,297,53.87205387205387
seq13883,142,30.28169014084507
seq13884,252,84.92063492063492
seq13885,138,31.88405797101449
seq13886,279,46.59498207885305
seq13887,296,8.445945945945946
seq13889,211,59.71563981042654
seq13890,138,27.536231884057973
seq13891,138,54.347826086956516
seq13892,129,20.930232558139537
seq13893,162,24.691358024691358
seq13894,243,22.22222222222222
seq13895,268,35.82089552238806
seq13896,122,64.75409836065575
seq13897,123,11.38211382113821
seq13898,214,67.28971962616822
seq13900,201,73.6318407960199
seq13901,133,3.007518796992481
seq13902,254,65.74803149606299
seq13903,235,54.46808510638298
seq13904,298,81.87919463087249
seq13906,225,37.333333333333336
seq13907,181,41.43646408839779
seq13910,275,56.72727272727273
seq13911,230,46.95652173913044
seq13912,106,45.28301886792453
seq13913,115,46.08695652173913
seq13914,197,58.88324873096447
seq13915,168,47.023809523809526
seq13916,106,10.377358490566039
seq13918,172,13.953488372093023
seq13919,177,42.93785310734463
seq13920,246,79.26829268292683
seq13921,263,69.58174904942965
seq13922,211,48.34123222748815
seq13923,160,20.625
seq13924,180,27.77777777777778
seq13925,166,48.19277108433735
seq13926,152,27.631578947368425
seq13927,116,15.517241379310345
seq13928,197,37.56345177664975
seq13929,235,65.95744680851064
seq13930,292,54.109589041095894
seq13931,291,38.83161512027492
seq13932,225,60.44444444444444
seq13933,223,68.60986547085201
seq13934,137,57.66423357664233
seq13935,171,63.1578947368421
seq13939,186,55.376344086021504
seq13940,144,36.80555555555556
seq13942,160,51.87500000000001
seq13943,214,44.39252336448598
seq13944,220,57.27272727272727
seq13946,278,43.884892086330936
seq13947,249,82.32931726907631
seq13949,287,80.8362369337979
seq13950,142,57.74647887323944
seq13951,236,18.64406779661017
seq13953,184,26.6304347826087
seq13955,115,21.73913043478261
seq13956,207,32.850241545893724
seq13957,290,67.58620689655173
seq13958,219,61.64383561643836
seq13961,126,74.60317460317461
seq13962,218,54.58715596330275
seq13964,243,85.18518518518519
seq13965,182,42.857142857142854
seq13966,220,15.0
seq13967,225,76.44444444444444
seq13968,166,76.50602409638554
seq13969,268,33.582089552238806
seq13970,272,36.39705882352941
seq13971,235,55.74468085106383
seq13972,122,93.44262295081968
seq13975,286,48.6013986013986
seq13976,145,51.03448275862069
seq13977,111,56.75675675675676
seq13978,214,58.41121495327103
seq13979,285,49.122807017543856
seq13980,174,66.0919540229885
seq13981,159,45.28301886792453
seq13982,156,62.17948717948718
seq13983,133,45.86466165413533
seq13984,230,6.521739130434782
seq13985,287,50.522648083623686
seq13987,251,74.10358565737052
seq13989,210,32.38095238095238
seq13992,135,20.74074074074074
seq13994,143,84.61538461538461
seq13995,125,55.2
seq13997,207,71.01449275362319
seq13998,226,23.451327433628318
seq13999,226,53.09734513274337
seq14000,214,71.02803738317756
seq14001,268,47.76119402985074
seq14002,244,83.19672131147541
seq14003,140,30.714285714285715
seq14005,195,17.94871794871795
seq14006,188,40.95744680851064
seq14008,225,52.888888888888886
seq14009,265,81.88679245283019
seq14010,164,39.63414634146341
seq14012,120,73.33333333333333
seq14013,261,17.624521072796934
seq14014,290,51.37931034482759
seq14015,286,43.70629370629371
seq14016,152,60.526315789473685
seq14018,283,53.71024734982333
seq14020,155,38.064516129032256
seq14021,150,51.33333333333333
seq14022,170,31.176470588235293
seq14024,227,25.11013215859031
seq14025,120,96.66666666666667
seq14026,140,25.71428571428571
seq14027,108,85.18518518518519
seq14028,281,33.80782918149466
seq14029,201,44.27860696517413
seq14030,248,40.725806451612904
seq14032,122,4.098360655737705
seq14033,185,0.5405405405405406
seq14034,273,48.35164835164835
seq14036,297,90.23569023569024
seq14037,212,51.886792452830186
seq14038,193,74.61139896373057
seq14039,127,28.346456692913385
seq14040,271,61.99261992619927
seq14041,137,19.708029197080293
seq14043,258,67.44186046511628
seq14044,104,64.42307692307693
seq14045,241,20.74688796680498
seq14047,202,60.396039603960396
seq14048,263,65.0190114068441
seq14049,236,93.22033898305084
seq14050,173,73.98843930635837
seq14052,121,71.900826446281
seq14053,103,69.90291262135922
seq14055,264,81.43939393939394
seq14056,261,45.593869731800766
seq14057,157,69.42675159235668
seq14058,141,44.680851063829785
seq14059,191,60.20942408376963
seq14060,171,9.35672514619883
seq14061,256,93.359375
seq14062,190,72.63157894736842
seq14064,178,51.68539325842697
seq14065,169,65.08875739644971
seq14066,165,85.45454545454545
seq14067,251,36.254980079681275
seq14068,155,78.70967741935485
seq14070,243,22.22222222222222
seq14072,264,85.22727272727273
seq14073,179,65.92178770949721
seq14074,216,26.851851851851855
seq14075,110,76.36363636363637
seq14076,136,16.176470588235293
seq14077,135,74.07407407407408
seq14078,232,36.637931034482754
seq14079,298,40.939597315436245
seq14080,285,80.35087719298247
seq14082,194,17.010309278350515
seq14084,174,38.50574712643678
seq14086,233,33.047210300429185
seq14087,290,48.275862068965516
seq14088,218,50.917431192660544
seq14089,277,51.624548736462096
seq14090,274,71.53284671532847
seq14092,169,42.01183431952663
seq14093,266,56.015037593984964
seq14094,172,29.069767441860467
seq14095,106,53.77358490566038
seq14097,286,92.65734265734265
seq14098,199,65.82914572864321
seq14099,122,22.131147540983605
seq14100,129,88.37209302325581
seq14101,232,43.103448275862064
seq14102,122,40.98360655737705
seq14103,136,59.55882352941176
seq14104,288,26.041666666666668
seq14105,234,25.213675213675213
seq14106,157,30.573248407643312
seq14107,223,88.34080717488789
seq14108,118,33.05084745762712
seq14109,266,74.81203007518798
seq14110,116,53.44827586206896
seq14111,269,64.31226765799256
seq14112,261,40.61302681992337
seq14113,233,39.05579399141631
seq14114,176,41.47727272727273
seq14115,216,57.407407407407405
seq14118,133,82.70676691729322
seq14119,265,44.905660377358494
seq14120,160,58.75
seq14121,200,47.5
seq14122,250,49.2
seq14123,194,26.288659793814436
seq14124,104,42.30769230769231
seq14125,236,62.71186440677966
seq14127,254,78.74015748031496
seq14128,222,22.972972972972975
seq14129,251,9.56175298804781
seq14132,230,34.34782608695652
seq14133,189,50.79365079365079
seq14134,235,77.02127659574468
seq14135,231,78.78787878787878
seq14138,220,48.18181818181818
seq14139,174,67.81609195402298
seq14140,108,53.70370370370371
seq14141,147,63.94557823129252
seq14142,134,28.35820895522388
seq14143,151,27.81456953642384
seq14145,139,85.61151079136691
seq14146,116,88.79310344827587
seq14147,174,44.252873563218394
seq14148,112,24.107142857142858
seq14149,107,56.074766355140184
seq14151,235,64.25531914893618
seq14152,146,59.589041095890416
seq14153,235,23.404255319148938
seq14154,230,43.04347826086957
seq14155,215,34.883720930232556
seq14156,286,43.70629370629371
seq14157,267,22.47191011235955
seq14158,125,38.4
seq14159,230,55.21739130434783
seq14160,159,19.49685534591195
seq14162,103,30.097087378640776
seq14163,202,44.554455445544555
seq14164,260,40.0
seq14165,210,73.33333333333333
seq14166,251,91.23505976095618
seq14167,237,59.91561181434599
seq14168,277,41.87725631768953
seq14169,273,74.72527472527473
seq14170,269,49.07063197026022
seq14173,290,80.6896551724138
seq14174,162,64.81481481481481
seq14175,291,66.66666666666666
seq14176,285,23.50877192982456
seq14178,184,64.13043478260869
seq14179,279,49.10394265232975
seq14180,270,52.96296296296297
seq14181,258,15.891472868217054
seq14182,209,41.14832535885167
seq14183,168,53.57142857142857
seq14185,116,48.275862068965516
seq14186,108,50.92592592592593
seq14187,162,71.60493827160494
seq14188,182,31.868131868131865
seq14189,210,5.238095238095238
seq14190,283,52.29681978798587
seq14191,142,77.46478873239437
seq14194,183,36.6120218579235
seq14196,144,39.58333333333333
seq14197,175,74.28571428571429
seq14198,190,50.0
seq14199,208,59.13461538461539
seq14200,214,27.102803738317753
seq14201,211,50.23696682464455
seq14202,199,38.69346733668342
seq14203,112,31.25
seq14205,165,30.909090909090907
seq14206,259,32.432432432432435
seq14207,165,61.81818181818181
seq14208,136,50.0
seq14209,212,49.528301886792455
seq14210,210,60.952380952380956
seq14211,142,26.056338028169012
seq14213,214,67.28971962616822
seq14214,182,40.65934065934066
seq14215,143,68.53146853146853
seq14216,159,61.0062893081761
seq14217,218,89.44954128440367
seq14218,153,80.3921568627451
seq14219,125,86.4
seq14220,275,53.45454545454545
seq14222,274,52.18978102189781
seq14223,236,61.86440677966102
seq14224,246,86.58536585365853
seq14225,173,47.398843930635834
seq14226,200,29.5
seq14228,227,46.69603524229075
seq14229,243,32.92181069958848
seq14230,249,44.17670682730924
seq14231,288,16.666666666666664
seq14232,232,45.689655172413794
seq14233,172,65.69767441860465
seq14234,107,55.140186915887845
seq14235,114,30.701754385964914
seq14236,187,66.31016042780749
seq14237,155,44.516129032258064
seq14238,123,79.67479674796748
seq14239,133,31.57894736842105
seq14240,251,27.091633466135455
seq14241,258,60.07751937984496
seq14242,292,14.04109589041096
seq14243,287,44.25087108013937
seq14244,219,93.60730593607306
seq14245,109,76.14678899082568
seq14248,115,75.65217391304347
seq14250,277,62.454873646209386
seq14251,212,24.528301886792452
seq14252,117,62.39316239316239
seq14254,233,52.36051502145923
seq14255,130,36.15384615384615
seq14257,286,33.21678321678322
seq14258,218,43.57798165137615
seq14259,294,31.292517006802722
seq14260,114,82.45614035087719
seq14261,132,46.96969696969697
seq14262,190,50.526315789473685
seq14263,208,28.365384615384613
seq14264,114,23.684210526315788
seq14265,107,30.8411214953271
seq14266,280,65.0
seq14267,286,40.909090909090914
seq14268,239,45.60669456066946
seq14269,282,37.94326241134752
seq14271,150,61.33333333333333
seq14272,292,17.465753424657535
seq14274,131,68.70229007633588
seq14275,260,17.692307692307693
seq14278,174,44.827586206896555
seq14279,197,45.68527918781726
seq14280,180,63.33333333333333
seq14281,205,45.36585365853659
seq14282,198,23.737373737373737
seq14283,158,78.48101265822784
seq14285,169,79.28994082840237
seq14286,282,14.893617021276595
seq14289,199,74.37185929648241
seq14291,145,50.3448275862069
seq14292,143,15.384615384615385
seq14293,151,43.70860927152318
seq14294,276,29.347826086956523
seq14295,220,53.18181818181819
seq14296,226,61.94690265486725
seq14297,250,36.8
seq14298,163,71.77914110429448
seq14299,266,49.62406015037594
seq14301,273,33.6996336996337
seq14302,148,67.56756756756756
seq14303,248,67.33870967741935
seq14306,278,21.223021582733814
seq14307,146,63.013698630136986
seq14308,233,39.48497854077253
seq14309,112,58.03571428571429
seq14310,180,51.66666666666667
seq14311,250,58.8
seq14315,278,80.57553956834532
seq14316,199,85.42713567839196
seq14317,113,61.94690265486725
seq14318,211,76.30331753554502
seq14319,131,41.98473282442748
seq14322,159,10.062893081761008
seq14323,215,51.627906976744185
seq14324,261,35.24904214559387
seq14325,281,20.284697508896798
seq14326,255,65.88235294117646
seq14327,151,3.3112582781456954
seq14329,141,38.297872340425535
seq14330,185,43.24324324324324
seq14331,222,59.45945945945946
seq14333,109,61.46788990825688
seq14334,137,24.817518248175183
seq14335,276,36.231884057971016
seq14337,111,35.13513513513514
seq14338,294,35.374149659863946
seq14340,237,87.34177215189874
seq14341,240,55.833333333333336
seq14342,298,27.516778523489933
seq14343,115,32.17391304347826
seq14344,185,65.4054054054054
seq14345,292,10.273972602739725
seq14347,172,95.93023255813954
seq14348,158,56.9620253164557
seq14349,246,46.34146341463415
seq14350,277,18.772563176895307
seq14351,235,22.97872340425532
seq14352,207,13.043478260869565
seq14353,175,59.42857142857143
seq14354,208,52.40384615384615
seq14355,157,63.69426751592356
seq14356,274,75.54744525547446
seq14357,225,63.55555555555556
seq14358,136,24.264705882352942
seq14359,282,47.5177304964539
seq14360,216,60.18518518518518
seq14361,115,74.78260869565217
seq14362,236,21.1864406779661
seq14363,235,57.02127659574469
seq14364,132,63.63636363636363
seq14365,287,46.34146341463415
seq14366,221,68.77828054298642
seq14367,135,58.51851851851851
seq14368,129,41.86046511627907
seq14369,280,32.857142857142854
seq14371,116,24.137931034482758
seq14372,259,67.18146718146718
seq14373,185,41.08108108108108
seq14374,184,24.456521739130434
seq14375,248,37.096774193548384
seq14376,206,19.902912621359224
seq14377,289,62.9757785467128
seq14378,122,52.459016393442624
seq14379,189,61.904761904761905
seq14381,216,55.092592592592595
seq14384,256,35.546875
seq14385,237,32.91139240506329
seq14387,136,36.76470588235294
seq14388,254,72.04724409448819
seq14389,290,46.206896551724135
seq14392,281,60.4982206405694
seq14393,112,25.0
seq14394,111,68.46846846846847
seq14396,283,59.01060070671378
seq14398,173,52.601156069364166
seq14399,218,27.06422018348624
seq14400,156,57.692307692307686
seq14403,206,23.300970873786408
seq14405,225,30.22222222222222
seq14406,178,39.325842696629216
seq14407,199,29.64824120603015
seq14408,126,50.0
seq14410,274,77.73722627737226
seq14411,208,86.0576923076923
seq14412,138,46.3768115942029
seq14413,270,81.85185185185185
seq14415,219,82.1917808219178
seq14416,264,39.39393939393939
seq14417,236,76.27118644067797
seq14418,244,49.59016393442623
seq14420,155,81.29032258064515
seq14422,276,51.08695652173913
seq14426,154,84.4155844155844
seq14427,278,34.89208633093525
seq14429,127,63.77952755905512
seq14430,215,72.09302325581395
seq14431,300,57.666666666666664
seq14432,129,71.31782945736434
seq14433,269,78.06691449814126
seq14434,208,74.51923076923077
seq14435,172,42.44186046511628
seq14436,160,44.375
seq14437,194,65.4639175257732
seq14438,297,57.91245791245792
seq14439,295,42.03389830508474
seq14440,238,51.26050420168067
seq14442,290,17.93103448275862
seq14443,230,55.21739130434783
seq14444,264,53.03030303030303
seq14445,298,33.22147651006711
seq14446,132,38.63636363636363
seq14448,233,71.24463519313305
seq14449,151,10.596026490066226
seq14450,225,12.0
seq14451,280,50.0
seq14452,165,53.939393939393945
seq14453,112,41.964285714285715
seq14454,198,38.88888888888889
seq14455,141,58.156028368794324
seq14456,159,44.0251572327044
seq14457,221,55.65610859728507
seq14458,297,28.95622895622896
seq14459,203,25.12315270935961
seq14460,170,48.8235294117647
seq14461,265,36.22641509433962
seq14462,116,50.0
seq14463,220,73.63636363636363
seq14464,196,44.38775510204081
seq14465,102,52.94117647058824
seq14466,280,32.142857142857146
seq14467,116,17.24137931034483
seq14468,276,84.05797101449275
seq14470,197,66.49746192893402
seq14471,184,69.02173913043478
seq14472,163,43.558282208588956
seq14473,232,46.55172413793103
seq14474,275,57.09090909090909
seq14476,222,81.08108108108108
seq14479,128,59.375
seq14480,254,41.338582677165356
seq14481,233,54.077253218884124
seq14482,182,45.604395604395606
seq14483,212,83.49056603773585
seq14484,236,70.33898305084746
seq14485,219,73.0593607305936
seq14486,251,54.18326693227091
seq14487,198,81.31313131313132
seq14488,237,38.39662447257383
seq14490,173,60.115606936416185
seq14491,296,40.2027027027027
seq14492,166,23.49397590361446
seq14493,201,72.13930348258707
seq14495,121,79.33884297520662
seq14496,252,66.66666666666666
seq14497,284,42.6056338028169
seq14498,187,63.63636363636363
seq14499,227,73.12775330396477
seq14501,106,67.9245283018868
seq14502,133,51.127819548872175
seq14503,189,14.814814814814813
seq14505,114,49.122807017543856
seq14506,186,19.35483870967742
seq14507,234,70.94017094017094
seq14508,258,15.503875968992247
seq14510,162,58.64197530864198
seq14511,119,68.90756302521008
seq14512,224,60.26785714285714
seq14514,248,49.193548387096776
seq14515,217,37.327188940092164
seq14516,163,26.993865030674847
seq14518,128,65.625
seq14519,221,40.723981900452486
seq14520,125,60.8
seq14521,287,61.672473867595826
seq14523,151,9.933774834437086
seq14524,182,57.14285714285714
seq14525,181,49.171270718232044
seq14526,209,60.28708133971292
seq14527,271,44.64944649446495
seq14528,233,78.11158798283262
seq14529,115,46.08695652173913
seq14530,168,33.92857142857143
seq14532,130,50.76923076923077
seq14533,275,35.27272727272727
seq14535,177,55.932203389830505
seq14539,147,42.857142857142854
seq14540,145,26.89655172413793
seq14542,250,55.60000000000001
seq14543,173,31.213872832369944
seq14544,178,78.08988764044943
seq14545,155,48.38709677419355
seq14548,185,51.891891891891895
seq14549,279,75.98566308243727
seq14550,296,94.93243243243244
seq14551,284,69.36619718309859
seq14552,132,55.3030303030303
seq14554,191,68.58638743455498
seq14556,298,48.65771812080537
seq14557,189,24.33862433862434
seq14559,138,44.20289855072464
seq14560,155,73.54838709677419
seq14562,285,27.719298245614034
seq14563,107,6.5420560747663545
seq14564,176,56.81818181818182
seq14565,176,52.27272727272727
seq14566,212,58.9622641509434
seq14567,141,46.09929078014184
seq14568,269,44.237918215613384
seq14569,298,59.06040268456376
seq14571,139,61.15107913669065
seq14572,283,84.09893992932862
seq14573,254,20.47244094488189
seq14574,118,66.10169491525424
seq14575,299,32.441471571906355
seq14576,288,34.375
seq14578,285,31.57894736842105
seq14579,262,56.48854961832062
seq14580,246,55.6910569105691
seq14581,275,82.54545454545455
seq14582,235,36.59574468085106
seq14584,245,74.6938775510204
seq14585,159,56.60377358490566
seq14586,252,11.507936507936508
seq14587,237,85.65400843881856
seq14588,293,23.890784982935152
seq14589,109,48.62385321100918
seq14590,203,26.108374384236456
seq14591,115,13.91304347826087
seq14592,205,22.926829268292686
seq14593,228,37.719298245614034
seq14594,298,46.644295302013425
seq14595,176,55.11363636363637
seq14596,217,34.10138248847927
seq14598,244,42.62295081967213
seq14599,277,73.28519855595668
seq14600,205,41.46341463414634
seq14601,136,41.911764705882355
seq14602,126,76.98412698412699
seq14604,134,82.83582089552239
seq14605,292,54.794520547945204
seq14608,189,67.72486772486772
seq14609,191,12.56544502617801
seq14610,239,26.778242677824267
seq14613,146,80.82191780821918
seq14614,281,34.16370106761566
seq14615,176,39.20454545454545
seq14616,205,12.195121951219512
seq14617,175,29.714285714285715
seq14618,145,42.758620689655174
seq14619,126,30.952380952380953
seq14620,178,61.23595505617978
seq14621,127,55.118110236220474
seq14622,156,45.51282051282051
seq14623,232,47.41379310344828
seq14624,150,71.33333333333334
seq14625,116,42.241379310344826
seq14627,203,73.39901477832512
seq14628,145,17.24137931034483
seq14629,277,85.5595667870036
seq14630,214,25.70093457943925
seq14631,271,58.671586715867164
seq14632,291,24.742268041237114
seq14633,209,50.23923444976076
seq14634,113,25.663716814159294
seq14635,101,30.693069306930692
seq14636,252,43.25396825396825
seq14639,245,51.42857142857142
seq14640,143,36.36363636363637
seq14642,106,38.67924528301887
seq14643,185,21.62162162162162
seq14644,182,35.714285714285715
seq14647,119,15.966386554621847
seq14648,289,63.32179930795848
seq14649,146,47.26027397260274
seq14650,192,43.22916666666667
seq14652,242,87.60330578512396
seq14654,145,0.0
seq14655,279,80.28673835125448
seq14656,259,36.293436293436294
seq14658,126,60.317460317460316
seq14660,211,20.85308056872038
seq14662,282,36.52482269503546
seq14663,297,93.93939393939394
seq14664,127,55.90551181102362
seq14665,269,21.933085501858738
seq14666,287,56.44599303135889
seq14667,183,49.18032786885246
seq14668,225,27.111111111111114
seq14669,215,79.06976744186046
seq14670,148,43.24324324324324
seq14671,108,70.37037037037037
seq14673,110,31.818181818181817
seq14675,190,32.10526315789474
seq14677,214,58.41121495327103
seq14678,295,63.389830508474574
seq14679,285,42.80701754385965
seq14680,196,64.79591836734694
seq14681,256,35.15625
seq14682,206,21.844660194174757
seq14684,259,82.62548262548263
seq14686,300,93.66666666666667
seq14687,263,19.39163498098859
seq14688,130,64.61538461538461
seq14689,243,46.09053497942387
seq14690,126,42.06349206349206
seq14691,269,69.14498141263941
seq14692,234,22.64957264957265
seq14693,165,46.06060606060606
seq14695,284,7.394366197183098
seq14696,203,27.586206896551722
seq14697,131,41.98473282442748
seq14698,259,44.4015444015444
seq14699,237,62.447257383966246
seq14700,102,69.6078431372549
